# loss,val_loss
0.926167264803132,0.892717361450195
0.884999056360615,0.872249484062195
0.867961735867742,0.861724376678467
0.857974527487114,0.852014482021332
0.852847146454142,0.847198128700256
0.848795558979262,0.845615565776825
0.846592017963751,0.848160624504089
0.846009887866120,0.844425618648529
0.843957792467146,0.843402147293091
0.843254377592855,0.843171298503876
0.842962807683802,0.842956721782684
0.842651196380160,0.842738747596741
0.842471317568822,0.842436432838440
0.842300840278170,0.842467010021210
0.842245213131406,0.842258453369141
0.842148705204921,0.842300593852997
0.842142445827598,0.842172026634216
0.842041189101205,0.842116832733154
0.842011644769071,0.842054843902588
0.841998827101579,0.842068314552307
0.841878038733753,0.842028260231018
0.841951031293442,0.842060089111328
0.841910217235337,0.841981172561646
0.841873025716241,0.883783221244812
0.841990365021264,0.842032849788666
0.841864472894526,0.841930270195007
0.841843045469540,0.841921329498291
0.841801232366420,0.841916799545288
0.841833357490710,0.841907978057861
0.841764763220033,0.841901004314423
0.841773409452011,0.841886162757874
0.841755606345276,0.841869771480560
0.841709982992998,0.841862857341766
0.841748011645986,0.841870486736298
0.841685077147697,0.841859519481659
0.841686129570007,0.841867566108704
0.841791020400489,0.841849327087402
0.841754587728586,0.841843843460083
0.841763742824099,0.841829299926758
0.841764249908390,0.841838359832764
0.841706032183633,0.841825723648071
0.841703816136318,0.841829478740692
0.841668240169981,0.841838300228119
0.841690947760397,0.841809213161468
0.841694674385128,0.841808915138245
0.841652807015092,0.841809034347534
0.841642692907533,0.841801345348358
0.841695711683871,0.841798782348633
0.841640439496112,0.841795802116394
0.841749814908896,0.841812074184418
0.841641354027079,0.841796278953552
0.841725514006259,0.841809749603272
0.841743639156000,0.841851413249970
0.841727234534363,0.841825664043426
0.841698830697074,0.841789364814758
0.841669126233058,0.841788649559021
0.841691654119919,0.841785371303558
0.841600119177975,0.841783940792084
0.841604348438889,0.841794252395630
0.841662478980733,0.841784238815308
0.841629147529602,0.841789126396179
0.841642835246983,0.841776251792908
0.841613086301889,0.841781020164490
0.841667590746239,0.841769933700562
0.841679557935515,0.841765522956848
0.841640447502706,0.841767728328705
0.841611162940068,0.841773986816406
0.841665851536082,0.841770172119141
0.841633166839827,0.841786086559296
0.841611637108362,0.841778934001923
0.841610688771774,0.841766476631164
0.841613734836009,0.841771781444550
0.841605708670260,0.841772556304932
0.841634266412080,0.841767489910126
0.841615592365834,0.841769218444824
0.841594522568717,0.841760337352753
0.841634324237482,0.841768503189087
0.841652108662164,0.841761291027069
0.841612993781246,0.841763496398926
0.841579272675870,0.841764926910400
0.841677926369567,0.841769218444824
0.841618776321411,0.841756105422974
0.841599990182848,0.841759622097015
0.841662873972708,0.841759860515594
0.841653825631782,0.841761291027069
0.841582177290276,0.841762244701386
0.841593230838206,0.841762900352478
0.841655490113728,0.841762304306030
0.841620249534721,0.841769874095917
0.841624771481130,0.841756045818329
0.841645479202270,0.841753005981445
0.841630916986892,0.841755330562592
0.841698223085546,0.841764569282532
0.841628200082637,0.841756701469421
0.841657879637248,0.841760993003845
0.841657353870904,0.841762065887451
0.841598012554112,0.841756701469421
0.841608319709550,0.841749072074890
0.841607326891885,0.841776549816132
0.841682804164602,0.841753482818604
0.841663563429420,0.841753721237183
0.841617294211886,0.841766595840454
0.841596471729563,0.841752290725708
0.841631392044808,0.841753363609314
0.841620582253186,0.841767549514770
0.841637209280213,0.841760814189911
0.841597992982437,0.841766119003296
0.841619541395956,0.841763973236084
0.841646105495851,0.841749668121338
0.841605641948643,0.841748237609863
0.841584716270219,0.841746687889099
0.841635140910077,0.841746091842651
0.841677817835737,0.841757953166962
0.841633551156343,0.841755509376526
0.841626734875921,0.841750979423523
0.841610445905088,0.841747283935547
0.841617680307644,0.841752946376800
0.841595284084776,0.841746926307678
0.841610969892189,0.841745972633362
0.841614017735666,0.841749787330628
0.841560964264087,0.841738343238831
0.841624066011230,0.841737627983093
0.841581454027944,0.841748893260956
0.841610219051589,0.841741323471069
0.841565027165769,0.841745972633362
0.841688452371910,0.841747522354126
0.841626137939852,0.841747879981995
0.841627273096967,0.841756701469421
0.841545875392743,0.841747283935547
0.841662779672822,0.841754794120789
0.841607654272620,0.841751456260681
0.841608460269757,0.841753184795380
0.841624018861287,0.841758906841278
0.841628993625072,0.841744303703308
0.841604991635280,0.841748893260956
0.841650630111125,0.841744780540466
0.841597278616322,0.841751754283905
0.841610490386166,0.841742277145386
0.841608173811614,0.841739535331726
0.841567986047090,0.841743886470795
0.841611992067366,0.841744601726532
0.841594452288613,0.841745138168335
0.841604654468707,0.841738820075989
0.841593556439699,0.841738939285278
0.841622065252332,0.841740787029266
0.841620836684953,0.841749846935272
0.841617207028973,0.841745257377624
0.841574876166102,0.841737687587738
0.841627902949034,0.841739773750305
0.841636767138296,0.841738820075989
0.841628636886824,0.841745615005493
0.841580596432757,0.841734528541565
0.841635171157211,0.841741502285004
0.841560917114144,0.841746985912323
0.841675551079992,0.841759622097015
0.841633367004679,0.841740131378174
0.841643240024794,0.841745615005493
0.841568945059136,0.841756761074066
0.841636211124819,0.841788470745087
0.841611632660254,0.841753602027893
0.841573139624809,0.841740965843201
0.841641154751849,0.841744542121887
0.841636955738068,0.841744065284729
0.841595967314136,0.841734886169434
0.841648299302628,0.841740250587463
0.841603446362624,0.841740489006042
0.841632302127667,0.841742217540741
0.841603301354309,0.841737449169159
0.841650800918465,0.841738939285278
0.841591300359413,0.841734111309052
0.841615847687223,0.841739118099213
0.841605287879261,0.841745316982269
0.841556885349217,0.841734170913696
0.841588143092483,0.841736078262329
0.841568630133102,0.841735482215881
0.841622122188113,0.841734349727631
0.841565384793637,0.841741979122162
0.841616709730518,0.841738939285278
0.841606105441478,0.841733694076538
0.841597816837368,0.841741204261780
0.841549356481922,0.841735243797302
0.841616767555920,0.841737389564514
0.841623200409448,0.841745316982269
0.841584305265057,0.841737151145935
0.841594440723533,0.841745615005493
0.841597855980717,0.841738343238831
0.841573418965980,0.841735124588013
0.841582776895210,0.841743588447571
0.841567478962799,0.841730117797852
0.841573047993788,0.841737151145935
0.841601880628671,0.841728925704956
0.841594793013672,0.841736674308777
